RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
6762,Aaron Connolly,,leyton-orient,ST,69,75,69,57,70,27,65
6764,Lukas Jensen,,millwall,GK,69,69,68,64,69,24,69
6768,Di'Shon Bernard,,sheffield-wed,CB,69,65,40,54,60,68,76
6787,Ibrahim Cissoko,,bolton,LM,69,79,60,63,74,32,54
6789,Oliver Norwood,,stockport,CDM,69,34,63,71,64,66,63
6791,Scott Wright,,birmingham-city,RM,69,89,60,62,73,29,48
6798,Lewis Koumas,,birmingham-city,RM,69,78,63,62,70,26,61
6817,Makhtar Gueye,,blackburn-rovers,ST,69,62,68,54,59,32,84
6823,Mihailo Ivanović,,millwall,ST,69,71,69,51,66,33,68
6830,Joshua Quarshie,,southampton,CB,69,81,33,48,52,68,76
6836,Josh Bowler,,blackpool,RM,69,73,64,63,74,33,50
6872,Curtis Nelson,,derby-county,CB,69,62,36,51,56,68,80
6883,Maksym Talovierov,,stoke-city,CB,69,61,38,51,56,68,78
6895,Joel Latibeaudiere,,coventry-city,CB,69,53,38,57,60,70,72
6905,Michael Smith,,preston,ST,69,51,70,57,60,30,80
6914,Ben Wilmot,,stoke-city,CB,69,52,39,55,59,70,72
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
6939,Scott Wharton,,blackburn-rovers,CB,69,52,32,53,61,69,75
6943,Kévin Keben,,watford,CB,69,65,32,50,56,69,70
6963,Lewis Gibson,,preston,CB,69,53,33,51,59,69,72
6977,Michael Ihiekwe,,blackpool,CB,69,57,36,44,52,68,77
6990,Lloyd Jones,,charlton-ath,CB,69,55,36,45,46,67,80
6994,Jack Whatmough,,huddersfield,CB,69,49,26,49,57,68,78
7031,Pelly-Ruddock Mpanzu,,cambridge-utd,CM,68,77,63,66,69,67,81
7033,Harvey Knibbs,,charlton-ath,CM,68,72,67,64,67,65,82
7038,Svante Ingelsson,,sheffield-wed,CM,68,73,62,67,68,61,79
7045,Luke Leahy,,wycombe,LB,68,70,66,68,67,63,74
7049,Jamie Allen,,coventry-city,CM,68,75,61,66,69,65,71
7050,Demetri Mitchell,,leyton-orient,LM,68,89,62,63,67,59,67
7055,Lynden Gooch,,huddersfield,RB,68,78,61,62,67,63,74
7065,Josh Sheehan,,bolton,CDM,68,79,57,69,71,62,64
7066,David Kasumu,,huddersfield,CDM,68,77,54,59,67,66,79
7072,Moussa Baradji,,blackburn-rovers,CM,68,67,64,63,67,67,73
7089,Bailey Peacock-Farrell,,blackpool,GK,68,69,67,68,70,60,66
7098,Ethan Galbraith,,swansea-city,RB,68,72,63,66,69,63,66
7117,Josh Dacres-Cogley,,bolton,RB,68,89,51,60,66,59,72
7126,James McClean,,wrexham,LB,68,61,63,65,65,63,79
7127,Callum Paterson,,mk-dons,ST,68,61,66,64,65,58,82
7130,Jordan Thompson,,preston,CM,68,68,59,69,69,63,68
7131,Andre Dozzell,,portsmouth,CDM,68,70,61,66,69,63,67
7132,Mark Harris,,oxford-united,ST,68,84,66,61,69,47,69
7139,Junior Tchamadeu,,stoke-city,RB,68,82,54,60,67,61,72
7141,Greg Leigh,,oxford-united,LB,68,74,59,60,64,64,74
7147,Pierre Dwomoh,,watford,CM,68,72,56,67,73,56,71
7149,Matt Ritchie,,reading,RM,68,54,69,71,68,64,68
7159,Ousmane Diakité,,west-brom,CDM,68,68,57,63,62,66,78
7162,Alex Robertson,,cardiff-city,CAM,68,70,61,69,72,60,62
7169,Marcus McGuane,,huddersfield,CDM,68,77,50,65,69,62,70
7177,Brodie Spencer,,oxford-united,CB,68,85,46,56,64,65,77
7215,Joel Pereira,,reading,GK,68,69,65,66,69,55,66
7217,Corey Blackett-Taylor,,derby-county,LM,68,90,60,56,73,51,60
7239,Ben Osborn,,stockport,CM,68,63,64,70,70,63,59
7245,Kayne Ramsay,,charlton-ath,RB,68,79,51,59,67,64,69
7246,Billy Mitchell,,millwall,CM,68,66,54,64,68,66,71
7253,Aaron Collins,,mk-dons,ST,68,80,67,64,69,35,73
7265,Caleb Wiley,,watford,LB,68,76,52,63,72,62,63
7268,David Ozoh,,derby-county,CDM,68,65,55,61,68,63,76
7289,Davis Keillor-Dunn,,barnsley,ST,68,80,68,63,71,39,65
7294,Idris El Mizouni,,leyton-orient,CM,68,64,58,64,65,62,73
7295,Oliver Cooper,,wigan-athletic,CAM,68,70,61,65,71,58,61
7296,Niall Huggins,,wycombe,LB,68,83,52,58,70,63,60
7297,Hector Kyprianou,,watford,CDM,68,64,59,60,64,64,75
7298,Tatsuki Seko,,stoke-city,CDM,68,65,54,69,68,63,67
7308,Sidnei Tavares,,blackburn-rovers,CDM,68,66,56,66,66,63,68
7329,Josh Koroma,,leyton-orient,ST,68,84,67,60,70,39,64
7336,Liam Gibbs,,norwich,CM,68,66,57,64,68,65,64
7344,Camiel Neghli,,millwall,RM,68,81,68,63,67,40,65
7350,Max Power,,bradford-city,CDM,68,52,62,66,63,64,76
7367,Ryan Allsop,,birmingham-city,GK,68,66,67,72,69,42,66
7381,Will Vaulks,,oxford-united,CDM,68,51,62,65,62,66,75
7405,Marcus Harness,,huddersfield,LM,68,85,62,61,69,38,65
7423,Tyler Goodrham,,oxford-united,LM,68,74,64,64,68,51,59
7424,Enis Destan,,hull-city,ST,68,68,67,62,65,48,70
7434,Matty James,,wrexham,CDM,68,50,61,70,64,65,69
7437,Hakeem Odoffin,,luton-town,CB,68,69,50,57,60,68,75
7442,Max Johnston,,derby-county,RB,68,81,41,61,62,62,72
7455,Sam Smith,,wrexham,ST,68,73,66,57,65,42,75
7472,Jay Fulton,,swansea-city,CDM,68,54,56,64,66,66,71
7480,Femi Seriki,,sheffield-utd,RB,68,87,36,58,68,60,68
7490,Ben Wilson,,coventry-city,GK,68,70,67,62,71,41,65
7508,Jake Bidwell,,coventry-city,LB,68,63,47,63,61,66,75
7510,Adam Davies,,sheffield-utd,GK,68,69,65,65,69,40,67
7517,Paul Smyth,,qpr,RM,68,91,59,60,71,40,54
7526,Brau,,coventry-city,LB,68,71,49,62,66,64,62
7528,Adam Forshaw,,blackburn-rovers,CM,68,48,61,68,68,63,66
7529,Dominic Iorfa,,sheffield-wed,CB,68,82,40,54,58,65,75
7535,Kwadwo Baah,,watford,RM,68,88,62,59,69,31,65
7541,Sinclair Armstrong,,bristol-city,ST,68,89,65,54,65,23,78
7551,Conor Townsend,,ipswich,LB,68,65,46,64,67,68,63
7593,Charlie Kelman,,charlton-ath,ST,68,81,68,53,67,32,70
7622,Tristan Crama,,millwall,RB,68,66,43,56,62,67,76
7624,Amadou Mbengue,,qpr,CB,68,83,37,52,58,66,74
7654,Ishé Samuels-Smith,,swansea-city,LB,68,75,43,60,62,63,66
7660,Michael Rose,,salford-city,CB,68,70,39,58,60,68,73
7663,Regan Poole,,portsmouth,CB,68,68,41,55,60,68,76
7666,Rhys Norrington-Davies,,qpr,LB,68,68,44,61,64,65,66
7672,Harry Amass,,sheffield-wed,LB,68,74,42,62,67,65,58
7674,Ante Crnac,,norwich,ST,68,78,70,52,68,28,72
7687,Lamine Cissé,,stoke-city,ST,68,81,67,61,72,27,59
7700,Pleguezuelo,,plymouth-argyle,CB,68,74,35,55,65,67,70
7705,André Vidigal,,stoke-city,LM,68,85,63,60,71,28,59
7734,Jamie Paterson,,plymouth-argyle,CAM,68,69,66,68,70,39,52
7761,Sindre Walle Egeli,,ipswich,RW,68,84,60,60,70,24,64
7765,Devante Cole,,port-vale,ST,68,87,67,53,66,26,63
7771,Joe Gauci,,port-vale,GK,68,71,65,60,72,30,64
7817,Lyndon Dykes,,birmingham-city,ST,68,66,67,52,64,29,82
7823,Fally Mayulu,,bristol-city,ST,68,77,69,51,67,24,72
7827,Xavier Amaechi,,plymouth-argyle,RW,68,75,62,64,73,31,54
7841,Dion Sanderson,,derby-county,CB,68,66,40,54,58,67,73
7844,George Campbell,,west-brom,CB,68,78,33,43,60,66,78
7849,Yū Hirakawa,,bristol-city,RM,68,83,59,62,71,32,50
7853,Morgan Fox,,wigan-athletic,CB,68,58,42,56,61,69,71
7861,Aune Selland Heggebø,,west-brom,ST,68,68,66,54,68,23,78
7877,José Córdoba,,norwich,CB,68,72,31,53,61,65,73
7901,Matt Godden,,charlton-ath,ST,68,65,69,56,65,31,67
7907,Andri Lucas Guðjohnsen,,blackburn-rovers,ST,68,77,65,50,67,27,67
7918,Papa Amadou Diallo,,norwich,LM,68,80,67,60,70,23,52
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
7948,Cauley Woodrow,,wycombe,ST,68,55,71,59,68,30,64
7984,Max Cleworth,,wrexham,CB,68,67,29,49,59,67,74
7985,Caleb Taylor,,millwall,CB,68,59,39,51,54,69,73
8002,Jeremy Petris,,watford,RB,68,75,28,50,57,67,65
8005,Akin Famewo,,hull-city,CB,68,69,28,45,54,67,79
8047,Sean McLoughlin,,blackburn-rovers,CB,68,51,32,55,57,68,73
8062,Žan Vipotnik,,swansea-city,ST,68,62,67,55,65,22,64
8066,Murray Wallace,,huddersfield,CB,68,51,32,52,57,68,74
8073,Nathan Wood,,southampton,CB,68,69,24,47,54,68,71
8079,Ibane Bowat,,portsmouth,CB,68,51,30,48,57,67,79
8085,Marvin Ekpiteta,,mk-dons,CB,68,59,29,48,51,68,76
8122,Liam Morrison,,qpr,CB,68,51,31,48,55,68,68
8144,Carl Piergianni,,stevenage,CB,68,38,31,45,46,67,84
8146,Ben Gibson,,stoke-city,CB,68,43,28,48,46,69,74
8161,Nestory Irankunda,,watford,RM,67,88,70,62,70,43,74
8170,Kuryu Matsuki,,southampton,CM,67,73,65,65,71,58,70
8176,Kelechi Nwakali,,barnsley,CM,67,71,61,65,69,64,70
8178,Ethan Erhahon,,bolton,CDM,67,74,59,63,66,64,74
8185,Thierry Small,,preston,RM,67,83,54,61,69,60,72
8191,Shaun McWilliams,,rotherham-utd,CDM,67,74,58,61,65,62,78
8196,Mickel Miller,,huddersfield,LB,67,84,61,60,69,59,64
8199,Ryan Longman,,wrexham,LM,67,78,66,60,68,52,73
8206,Fred Onyedinma,,wycombe,RM,67,86,62,62,66,52,68
8212,Elliot Lee,,wrexham,CM,67,67,66,65,68,61,68
8216,Ben Wiles,,huddersfield,CM,67,72,66,66,68,58,65
8226,Tom Ince,,watford,CM,67,69,66,69,71,55,63
8235,Liam Palmer,,sheffield-wed,CB,67,67,59,63,64,65,74
8267,Lee Evans,,blackpool,CM,67,51,64,69,64,65,76
8271,Anis Slimane,,norwich,CM,67,65,61,62,68,58,75
8273,Dion De Neve,,blackburn-rovers,LB,67,81,61,62,67,60,58
8274,Xavier Simons,,bolton,CDM,67,69,55,63,64,64,74
8286,Nathaniel Méndez-Laing,,mk-dons,RM,67,78,65,63,67,49,65
8287,Jack Grimmer,,wycombe,RB,67,73,53,56,64,65,76
8292,Louie Sibley,,oxford-united,CAM,67,67,61,66,68,61,64
8293,Lewis Brunt,,wrexham,CB,67,77,49,58,64,65,74
8298,Cameron Humphreys,,ipswich,CM,67,67,62,66,68,60,64
8305,Albie Morgan,,blackpool,CM,67,70,58,68,66,57,67
8306,Luca Connell,,barnsley,CDM,67,65,58,66,66,61,70
8316,Terry Devlin,,portsmouth,RB,67,72,55,60,63,64,72
8319,Joe Edwards,,plymouth-argyle,RB,67,62,59,63,66,65,70
8323,Ryan Ledson,,huddersfield,CM,67,61,55,67,66,64,72
8324,Joe Ward,,derby-county,RB,67,80,55,63,68,58,61
8341,Conor Coventry,,charlton-ath,CDM,67,66,53,66,66,63,70
8342,Magnus Westergaard,,wycombe,CM,67,71,56,62,66,60,69
8349,Charlie Savage,,reading,CM,67,56,64,66,63,63,72
8375,Pol Valentín,,preston,RB,67,89,39,58,70,58,68
8411,Harrison Armstrong,,preston,CDM,67,65,57,62,68,62,66
8426,Jacob Wright,,norwich,CDM,67,65,54,66,64,63,67
8432,Daniel Grimshaw,,norwich,GK,67,69,62,69,69,45,65
8433,Stephen Humphrys,,bradford-city,ST,67,76,66,55,66,38,78
8453,Josh Scowen,,wycombe,CDM,67,58,55,63,65,64,73
8454,Matt Ingram,,oxford-united,GK,67,68,65,66,69,44,66
8463,Zak Swanson,,portsmouth,RB,67,72,48,64,64,63,67
8466,Lewis Bate,,stockport,CM,67,70,58,65,69,60,56
8468,Ollie Tanner,,cardiff-city,RM,67,74,62,62,68,55,57
8487,Matthew Sorinola,,plymouth-argyle,RB,67,77,48,59,66,62,65
8513,Will Norris,,wycombe,GK,67,67,66,66,67,44,66
8515,Sam Nombe,,rotherham-utd,ST,67,91,65,54,65,31,70
8542,Matt Phillips,,oxford-united,LM,67,66,67,65,67,43,66
8554,Sam Long,,oxford-united,CB,67,64,46,60,64,66,73
8568,Liam Thompson,,derby-county,CM,67,59,56,64,67,65,62
8574,Josh Vickers,,derby-county,GK,67,66,67,65,67,42,65
8580,Rubin Colwill,,cardiff-city,CAM,67,66,63,63,68,45,67
8602,Luke Cundle,,millwall,CM,67,71,62,67,68,51,52
8617,Macaulay Langstaff,,millwall,ST,67,81,66,54,66,36,68
8628,Ryan Nyambe,,derby-county,RB,67,77,35,57,65,64,72
8634,Jacob Farrell,,portsmouth,LB,67,68,45,55,60,65,77
8667,Marlon Pack,,portsmouth,CDM,67,36,62,69,64,64,73
8679,Craig Forsyth,,derby-county,LB,67,49,57,62,61,68,70
8680,Harry Cornick,,bristol-city,ST,67,77,65,59,68,37,61
8682,Lars-Jørgen Salvesen,,derby-county,ST,67,68,66,53,61,38,81
8695,Sam Tickle,,wigan-athletic,GK,67,67,66,65,68,34,67
8707,Steven Benda,,millwall,GK,67,67,65,61,70,37,66
8716,Lewis Dobbin,,preston,LM,67,85,63,57,68,41,52
8735,Rocco Vata,,watford,LM,67,85,65,59,71,32,53
8748,Radinio Balker,,huddersfield,CB,67,79,30,55,61,65,74
8764,Joseph Hungbo,,wigan-athletic,RM,67,76,63,62,70,33,59
8774,Callum Elder,,derby-county,LB,67,63,41,61,63,63,71
8780,Anders Hagelskjær,,wycombe,CB,67,55,48,61,59,67,72
8801,Millenic Alli,,luton-town,ST,67,85,65,52,67,24,67
8808,Ole Romeny,,oxford-united,RM,67,67,70,59,67,31,66
8830,Odel Offiah,,preston,RB,67,74,33,52,61,66,73
8837,Jamie Donley,,stoke-city,CAM,67,66,62,66,67,37,61
8843,Ched Evans,,fleetwood-town,ST,67,48,68,59,66,39,78
8867,Toby Sibbick,,burton-albion,RB,67,75,31,54,61,65,71
8870,Joel Randall,,bolton,CAM,67,80,62,64,68,33,50
8926,James Shea,,luton-town,GK,67,67,65,60,67,27,67
8964,Isaak Davies,,cardiff-city,ST,67,82,66,54,68,24,57
8990,George Johnston,,bolton,CB,67,63,33,51,61,66,75
8991,Augustus Kargbo,,blackburn-rovers,ST,67,82,67,55,69,20,56
9003,Tom Bradshaw,,oxford-united,ST,67,69,67,50,66,30,66
9026,Ricardo Santos,,swansea-city,CB,67,64,39,47,49,65,82
9029,Jack MacKenzie,,plymouth-argyle,LB,67,73,26,55,59,63,70
9031,Nigel Lonwijk,,luton-town,CB,67,69,35,47,55,65,75
9083,Jon Guthrie,,northampton,CB,67,50,40,51,50,66,82
9096,Sam Dalby,,bolton,ST,67,68,65,51,61,25,67
9104,Christ Makosso,,luton-town,CB,67,65,34,46,56,67,68
9106,Cameron Humphreys,,port-vale,CB,67,62,32,48,54,67,72
9130,Patrick Agyemang,,derby-county,ST,67,60,69,46,62,26,69
9135,Sean Raggett,,rotherham-utd,CB,67,50,42,43,45,66,84
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
9147,Fraser Horsfall,,blackpool,CB,67,54,38,44,45,66,81
9157,Kornél Szűcs,,plymouth-argyle,CB,67,53,32,49,52,67,74
9176,Dan Casey,,wycombe,CB,67,46,36,46,51,67,75
9178,Tom Holmes,,rotherham-utd,CB,67,46,25,55,55,66,73
9184,Eoin Toal,,bolton,CB,67,49,31,43,52,66,77
9188,Olly Casey,,blackpool,CB,67,55,27,45,51,67,72
9201,Joe Low,,huddersfield,CB,67,52,29,44,49,66,75
9213,Sonny Bradley,,lincoln-city,CB,67,45,29,45,46,67,77
9238,Joe Powell,,rotherham-utd,CM,66,73,64,67,68,60,67
9249,Adam Phillips,,barnsley,CM,66,73,65,66,66,59,67
9254,Daniel Phillips,,stevenage,CDM,66,75,56,59,62,63,81
9255,Jake Hollman,,walsall,CM,66,73,59,63,68,61,72
9260,Owen Moxon,,stockport,CM,66,66,61,65,65,62,76
9269,Greg Docherty,,charlton-ath,CDM,66,68,60,60,63,63,79
9270,Jordi Osei-Tutu,,bolton,RM,66,89,58,59,67,58,62
9271,Aaron Morley,,bolton,CM,66,68,60,68,64,62,71
9277,CJ Hamilton,,blackpool,LM,66,90,58,58,64,56,66
9281,Darko Gyabi,,hull-city,CM,66,68,57,63,68,64,72
9282,Axel Henriksson,,blackburn-rovers,CM,66,70,62,62,65,57,75
9283,Sam Hoskins,,northampton,RM,66,82,63,60,66,48,72
9302,Tendayi Darikwa,,lincoln-city,RB,66,77,50,61,63,62,76
9313,Dru Yearwood,,rotherham-utd,CDM,66,73,55,58,66,63,73
9321,Archie Collins,,peterborough,CDM,66,69,57,62,68,61,70
9346,Sam Clucas,,shrewsbury,CM,66,59,64,67,66,63,65
9349,Reeco Hackett,,lincoln-city,LM,66,80,63,60,65,50,66
9360,Garath McCleary,,gillingham,RM,66,73,64,64,67,49,66
9362,Jorge Grant,,salford-city,CM,66,65,62,67,67,56,66
9363,Luke Berry,,charlton-ath,CAM,66,60,65,65,67,61,65
9372,Deji Oshilaja,,mansfield-town,CB,66,72,52,55,59,62,82
9373,Dion Charles,,huddersfield,ST,66,81,65,58,64,42,72
9378,Kyle Joseph,,hull-city,ST,66,75,64,55,67,46,75
9390,Kayden Jackson,,derby-county,ST,66,91,64,58,66,42,60
9392,Herbie Kane,,huddersfield,CM,66,59,58,66,68,61,69
9395,Luke Le Roux,,portsmouth,CM,66,62,59,62,67,60,71
9417,Ryan Barnett,,wrexham,RB,66,82,50,63,66,58,61
9423,George Thomason,,wrexham,CM,66,62,59,63,66,63,67
9430,Daniel Udoh,,salford-city,ST,66,81,64,53,65,39,77
9445,Cameron Dawson,,rotherham-utd,GK,66,66,65,64,67,50,66
9448,Antony Evans,,huddersfield,CM,66,60,63,67,65,58,65
9449,Luke Molyneux,,doncaster,RM,66,82,61,61,64,49,61
9455,Melker Widell,,swansea-city,CM,66,72,58,63,67,54,64
9458,Kieran Morgan,,qpr,CM,66,68,60,64,67,57,61
9465,Caolán Boyd-Munce,,wycombe,CDM,66,63,57,63,64,64,66
9476,Brad Collins,,burton-albion,GK,66,67,63,70,67,43,66
9481,Ruben Roosken,,huddersfield,LB,66,80,44,59,65,59,69
9483,Sonny Carey,,charlton-ath,CM,66,63,65,64,66,55,63
9491,Tom Barkhuizen,,barrow,RM,66,77,60,62,65,49,62
9496,Niall Ennis,,blackpool,ST,66,82,64,53,67,40,69
9504,Daniel Harvie,,wycombe,LB,66,76,47,58,61,61,71
9506,Jordan Williams,,portsmouth,RB,66,74,46,58,64,63,69
9513,Nathanael Ogbeta,,barnsley,LB,66,80,45,53,66,60,70
9514,Ben Chrisene,,norwich,LB,66,72,52,61,65,61,63
9527,Derrick Williams,,reading,CB,66,66,46,58,62,64,77
9549,Ollie O'Neill,,leyton-orient,LM,66,80,59,60,65,49,60
9550,Joe Whitworth,,exeter-city,GK,66,65,67,66,65,46,64
9576,Liam Roberts,,mansfield-town,GK,66,65,64,63,66,47,66
9579,Tyler Roberts,,mansfield-town,ST,66,70,64,62,70,38,67
9590,Dillon Phillips,,hull-city,GK,66,66,65,62,66,46,65
9603,Joe Taylor,,huddersfield,ST,66,85,66,51,66,35,67
9608,Reece James,,rotherham-utd,LB,66,70,50,57,65,63,64
9612,Nathan Baxter,,watford,GK,66,67,66,62,67,41,66
9660,John McAtee,,bolton,ST,66,79,64,61,67,38,58
9661,Josh Earl,,barnsley,CB,66,70,45,56,57,65,74
9678,Jamie McDonnell,,mansfield-town,CDM,66,61,50,55,58,66,76
9689,Lewis Miller,,blackburn-rovers,RB,66,66,45,58,60,64,73
9690,Peter Kioso,,peterborough,RB,66,69,45,58,63,63,68
9716,Oliver Turton,,salford-city,RB,66,69,42,57,64,63,69
9719,Paul Mullin,,wigan-athletic,ST,66,71,68,56,64,39,66
9722,Andy Fisher,,swansea-city,GK,66,66,64,68,67,34,65
9728,Florian Bianchini,,portsmouth,ST,66,84,64,60,68,30,58
9743,George Long,,southampton,GK,66,68,66,66,68,31,64
9754,Rob Apter,,charlton-ath,RM,66,90,60,58,68,43,44
9764,Lee Nicholls,,huddersfield,GK,66,65,67,58,66,41,65
9766,Joe Rafferty,,rotherham-utd,RB,66,65,38,60,63,64,72
9767,Jason Kerr,,wigan-athletic,CB,66,67,44,52,58,64,77
9785,Owen Dale,,plymouth-argyle,RM,66,82,58,60,68,31,62
9794,Jack Currie,,oxford-united,LB,66,76,41,56,66,62,60
9812,Jamie Reid,,stevenage,ST,66,76,66,55,66,24,73
9816,Isaac Olaofe,,charlton-ath,ST,66,91,62,50,66,20,71
9829,Jordan Gabriel,,port-vale,RB,66,80,36,54,62,61,66
9838,Thimothée Lo-Tutala,,doncaster,GK,66,66,64,63,68,35,63
9849,Jack Walton,,preston,GK,66,67,64,60,66,34,67
9860,Abdoulaye Kanté,,middlesbrough,CDM,66,64,41,58,64,64,67
9864,Hayden Coulson,,blackpool,LB,66,76,38,56,66,60,61
9878,Stanley Mills,,oxford-united,RM,66,73,63,61,66,36,58
9885,Balázs Tóth,,blackburn-rovers,GK,66,68,66,60,69,31,62
9890,Wes Harding,,millwall,CB,66,69,39,52,58,64,74
9897,Sol Brynn,,middlesbrough,GK,66,65,65,62,66,33,65
9906,James Collins,,lincoln-city,ST,66,52,66,55,64,41,77
9907,Luke Thomas,,bristol-rovers,RM,66,83,55,60,69,37,51
9957,Josh McEachran,,bristol-rovers,CDM,66,48,51,67,67,62,57
9962,Ben Nelson,,leicester-city,CB,66,69,34,52,61,64,72
9970,Brendan Galloway,,plymouth-argyle,CB,66,64,37,57,62,65,66
9993,Dan Kemp,,stevenage,CAM,66,80,64,63,69,30,44
10001,Macaulay Gillesphey,,charlton-ath,CB,66,54,47,54,55,65,74
10015,Jay Rodriguez,,wrexham,ST,66,50,69,63,65,38,63
10029,Rhys Healey,,barrow,ST,66,61,68,60,67,32,59
10033,Kion Etete,,rotherham-utd,ST,66,68,64,45,61,33,76
10037,Sam Bell,,wycombe,LM,66,78,62,57,67,23,60
10072,Liam Kelly,,rotherham-utd,CDM,66,35,54,64,58,66,67
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
10073,Matthew Pennington,,bradford-city,CB,66,63,33,56,52,66,74
10079,Ali Al Hamadi,,luton-town,ST,66,79,63,47,64,18,73
10080,James Abankwah,,watford,CB,66,70,35,45,60,65,69
10095,Nathan Lowe,,stockport,ST,66,65,65,50,63,29,71
10127,Ethan Pye,,stockport,CB,66,68,31,47,55,65,74
10132,Amario Cozier-Duberry,,bolton,RM,66,79,59,59,71,28,43
10154,Matty Pearson,,doncaster,CB,66,51,50,43,50,66,76
10170,Arttu Hoskonen,,stockport,CB,66,65,36,48,48,65,72
10175,Sam Hughes,,peterborough,CB,66,51,41,49,49,65,78
10190,Maël de Gevigney,,barnsley,CB,66,63,28,51,53,67,69
10198,Dan Scarr,,wrexham,CB,66,51,40,46,49,65,78
10203,Josh Coburn,,millwall,ST,66,56,65,49,63,25,70
10214,Yousef Salech,,cardiff-city,ST,66,66,65,45,62,20,68
10244,Chris Forino,,bolton,CB,66,70,24,39,47,65,76
10279,Paudie O'Connor,,reading,CB,66,47,25,40,49,64,81
10287,Ryan Tafazolli,,swindon-town,CB,66,40,28,42,47,65,76
10293,Marc Roberts,,barnsley,CB,66,41,24,42,43,65,74
10296,Alex Gilbey,,mk-dons,CAM,65,78,64,62,65,58,80
10300,Bosun Lawal,,stoke-city,CM,65,71,60,64,63,64,79
10306,Ollie Norburn,,notts-county,CM,65,69,61,64,65,63,74
10311,Brendan Wiredu,,plymouth-argyle,CB,65,79,56,58,63,63,75
10312,Reece Cole,,exeter-city,CM,65,69,65,65,67,58,69
10319,Tom Bayliss,,lincoln-city,CM,65,75,59,65,66,59,68
10322,Corey O'Keeffe,,stockport,RB,65,82,54,60,63,56,76
10323,Odin Bailey,,stockport,CM,65,82,60,64,68,56,61
10326,Kyle Dempsey,,bolton,CM,65,72,60,63,65,60,70
10333,Nick Powell,,bradford-city,CM,65,65,67,67,67,55,67
10336,Jordan Shipley,,port-vale,LM,65,65,64,65,64,60,70
10342,Will Collar,,mk-dons,CM,65,66,62,61,65,60,73
10348,Abraham Odoh,,peterborough,LM,65,88,59,56,68,47,68
10354,Jordan Roberts,,stevenage,RM,65,79,60,61,64,48,73
10361,Cohen Bramall,,luton-town,LB,65,92,47,59,64,57,65
10365,Will Evans,,mansfield-town,ST,65,76,62,58,61,51,76
10366,George Abbott,,wycombe,CM,65,72,60,63,65,60,63
10374,Mitch Pinnock,,bromley-fc,LM,65,76,64,62,63,49,68
10378,Christian Saydee,,wigan-athletic,ST,65,71,62,57,66,43,83
10384,Ibou Touray,,bradford-city,LB,65,84,50,58,62,57,70
10385,Andy Yiadom,,reading,RB,65,74,52,57,63,61,74
10386,Tom James,,leyton-orient,RB,65,64,59,63,61,60,74
10399,Thomas O'Connor,,peterborough,CB,65,66,57,62,60,63,72
10410,Luke Southwood,,bristol-rovers,GK,65,65,64,68,64,54,64
10421,Tom Hamer,,lincoln-city,CB,65,70,48,57,60,61,82
10440,Harvey Vale,,qpr,LM,65,75,60,62,65,57,58
10444,Mal Benning,,shrewsbury,LB,65,72,54,60,63,60,67
10446,Gethin Jones,,mk-dons,CB,65,74,46,56,62,63,75
10456,Jordan Houghton,,stevenage,CM,65,56,53,64,61,64,77
10459,Luther James-Wildin,,stevenage,RB,65,80,49,53,60,59,74
10461,Callum Wright,,wigan-athletic,CAM,65,67,61,63,67,55,62
10471,Josh Edwards,,charlton-ath,LB,65,73,53,58,60,61,69
10474,Jodi Jones,,notts-county,RW,65,88,59,61,66,51,49
10475,Jon Russell,,barnsley,CM,65,50,61,62,61,64,76
10487,Callum Connolly,,stockport,CB,65,55,56,62,63,63,74
10488,Andy Lyons,,blackpool,RB,65,71,58,60,62,61,61
10492,Matthew Garbett,,peterborough,CAM,65,68,61,62,65,52,65
10502,Ben Winterburn,,barnet,CDM,65,66,54,62,63,61,66
10504,James Tilley,,wycombe,LM,65,76,61,60,65,55,55
10505,Sean Clare,,leyton-orient,RB,65,72,50,58,62,62,68
10506,George Nurse,,shrewsbury,LB,65,71,53,58,60,63,67
10515,Kealey Adamson,,qpr,RB,65,74,45,57,62,60,74
10518,George Byers,,port-vale,CM,65,58,61,61,65,60,66
10537,Daniel Crowley,,mk-dons,CAM,65,77,61,65,68,47,52
10554,Josh Keeley,,luton-town,GK,65,68,63,61,68,45,64
10569,Paddy Lane,,reading,LM,65,72,64,61,67,50,54
10570,Georgie Gent,,barnsley,LB,65,85,48,58,64,56,57
10572,Ben Elliott,,reading,CM,65,65,55,64,70,57,57
10575,Elliott Hewitt,,mansfield-town,RB,65,71,48,55,58,61,74
10576,Max Crocombe,,millwall,GK,65,64,65,62,65,47,64
10591,James Husband,,blackpool,LB,65,63,49,59,62,63,70
10594,Zak Jules,,rotherham-utd,CB,65,73,40,57,59,62,75
