RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
3920,Odysseas Vlachodimos,,Sevilla Fc,GK,72,73,72,66,71,42,72
3947,Raúl Fernández,,D Alaves,GK,72,71,73,67,71,38,74
3967,Ilyas Chaira,,R Oviedo,LM,72,79,69,69,73,40,63
3986,David Costas,,R Oviedo,CB,72,69,46,63,67,71,75
4100,Iker Losada,,Levante Ud,CAM,72,72,70,72,73,39,56
4121,Eray Cömert,,Valencia Cf,CB,72,66,49,61,55,72,76
4145,Haissem Hassan,,R Oviedo,RM,72,91,63,61,79,26,57
4147,Fran Pérez,,Rayo Vallecano,RM,72,72,68,69,74,39,55
4186,Federico Viñas,,R Oviedo,ST,72,73,72,56,70,25,76
4188,Luca Koleosho,,Rcd Espanyol,LM,72,91,63,63,74,30,51
4196,Urko González,,Rcd Espanyol,CDM,72,56,45,64,66,70,70
4203,Pablo Ibáñez,,D Alaves,CM,72,51,59,68,69,66,57
4241,Tanguy Nianzou,,Sevilla Fc,CB,72,62,37,56,63,71,75
4267,Willy Kambwala,,Villarreal Cf,CB,72,66,30,56,64,71,71
4323,Yoel Lago,,Celta,CB,72,62,27,56,56,72,71
