2560,Lucas Pires,,Burnley,LB,74,79,49,69,72,70,73
2564,James Justin,,Leeds United,RB,74,79,52,69,70,71,70
2592,Benjamin Lecomte,,Fulham,GK,74,73,72,75,75,41,73
2598,Ki-Jana Hoever,,Wolverhampton Wanderers,RB,74,73,55,69,71,70,71
2627,Tim Iroegbunam,,Everton,CDM,74,65,58,67,73,72,72
2636,Aaron Hickey,,Brentford,RB,74,71,54,70,73,74,64
2655,Kalvin Phillips,,Manchester City,CDM,74,54,65,73,70,72,70
2656,Jack Harrison,,Leeds United,RM,74,76,69,71,75,47,66
2667,Eli Junior Kroupi,,AFC Bournemouth,ST,74,80,74,68,78,47,57
2669,Ilia Gruev,,Leeds United,CDM,74,67,55,71,71,70,69
2687,Wilfried Gnonto,,Leeds United,RM,74,88,72,65,79,31,67
2702,Tom Cairney,,Fulham,CM,74,52,71,76,73,66,62
2740,Jaidon Anthony,,Burnley,LM,74,79,67,70,75,39,67
2746,Julian Araujo,,AFC Bournemouth,RB,74,83,35,64,70,71,73
2748,Trai Hume,,Sunderland,RB,74,80,37,61,68,71,79
2758,Robin Roefs,,Sunderland,GK,74,76,74,68,76,31,70
2759,Tyler Dibling,,Everton,RM,74,77,67,70,77,38,66
2781,Dominic Calvert-Lewin,,Leeds United,ST,74,72,72,63,70,38,75
2808,Jordan Beyer,,Burnley,CB,74,72,34,63,69,74,74
2811,Brajan Gruda,,Brighton & Hove Albion,CAM,74,74,71,69,79,30,63
2849,Fábio Carvalho,,Brentford,CAM,74,75,68,68,77,46,46
2874,Eddie Nketiah,,Crystal Palace,ST,74,81,73,58,76,25,64
2879,Sebastiaan Bornauw,,Leeds United,CB,74,69,45,59,55,74,74
2881,Jair Cunha,,Nottingham Forest,CB,74,67,38,59,58,73,80
2909,Jorge Cuenca,,Fulham,CB,74,70,37,58,52,75,73
2925,Diego Coppola,,Brighton & Hove Albion,CB,74,52,40,56,60,75,72
2964,Josh Laurent,,Burnley,CDM,73,78,61,64,70,71,87
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
2969,Diego Gómez,,Brighton & Hove Albion,CM,73,69,67,71,75,72,75
2995,Nico O'Reilly,,Manchester City,LB,73,73,66,72,73,69,70
3013,Zian Flemming,,Burnley,ST,73,70,74,71,72,54,79
3015,Dan Neil,,Sunderland,CDM,73,73,64,66,72,68,77
3051,Andrés García,,Aston Villa,RB,73,77,64,69,73,68,66
3104,Borna Sosa,,Crystal Palace,LB,73,71,53,77,73,67,70
3117,Antoni Milambo,,Brentford,CM,73,74,67,70,76,60,63
3130,David Møller Wolfe,,Wolverhampton Wanderers,LB,73,78,53,65,69,67,77
3135,Jason Steele,,Brighton & Hove Albion,GK,73,74,72,78,72,39,73
3150,Stefan Bajcetic,,Liverpool,CDM,73,74,52,67,73,71,71
3203,Lesley Ugochukwu,,Burnley,CDM,73,64,58,68,68,71,74
3229,Adam Smith,,AFC Bournemouth,RB,73,60,59,70,70,73,68
3253,James Milner,,Brighton & Hove Albion,CM,73,46,69,75,72,73,63
3265,Bashir Humphreys,,Burnley,LB,73,73,43,66,69,72,75
3285,Chemsdine Talbi,,Sunderland,RM,73,90,59,64,79,47,57
3332,Emil Krafth,,Newcastle United,CB,73,53,59,69,70,74,67
3338,Axel Tuanzebe,,Burnley,RB,73,76,36,64,68,73,75
3348,Michael Kayode,,Brentford,RB,73,74,41,63,72,72,70
3354,Anthony Patterson,,Sunderland,GK,73,73,71,72,75,30,70
3382,Mike Trésor,,Burnley,LM,73,81,67,72,75,38,56
3420,James McAtee,,Nottingham Forest,RW,73,72,69,70,75,41,59
3462,Soungoutou Magassa,,West Ham United,CDM,73,54,49,66,64,72,74
3499,Fer López,,Wolverhampton Wanderers,RW,73,66,68,73,74,39,52
3553,Michael Keane,,Everton,CB,73,40,49,62,58,73,74
3561,Daniel Ballard,,Sunderland,CB,73,60,30,53,57,72,81
3589,Willy Boly,,Nottingham Forest,CB,73,34,36,59,55,74,71
3594,Joe Worrall,,Burnley,CB,73,48,25,51,45,75,76
3595,Jamaal Lascelles,,Newcastle United,CB,73,37,35,51,50,74,71
3680,Luke O'Nien,,Sunderland,CB,72,72,58,65,68,70,82
3687,Karl Darlow,,Leeds United,GK,72,73,70,66,75,58,72
3770,Sam Byram,,Leeds United,LB,72,72,57,65,70,71,71
3772,Angus Gunn,,Nottingham Forest,GK,72,73,71,70,74,48,70
3798,Charalampos Kostoulas,,Brighton & Hove Albion,ST,72,86,68,61,71,41,77
3855,Lewis Miley,,Newcastle United,CM,72,65,61,72,73,64,66
3901,Mark Travers,,Everton,GK,72,73,69,69,74,40,72
3937,Dennis Cirkin,,Sunderland,LB,72,78,55,64,68,67,63
3957,Illan Meslier,,Leeds United,GK,72,71,72,70,73,38,70
3978,Lyle Foster,,Burnley,ST,72,81,72,61,69,36,73
4047,Rodrigo Gomes,,Wolverhampton Wanderers,RW,72,79,67,64,75,52,50
4050,Harrison Reed,,Fulham,CDM,72,53,60,71,68,71,63
4064,Wilson Isidor,,Sunderland,ST,72,81,71,60,70,31,72
4205,Stefanos Tzimas,,Brighton & Hove Albion,ST,72,76,70,52,69,31,72
4223,Jesurun Rak-Sakyi,,Crystal Palace,RW,72,84,68,65,76,24,51
4226,Armando Broja,,Burnley,ST,72,69,72,54,71,30,71
4233,Oscar Bobb,,Manchester City,RW,72,79,65,71,77,33,41
4269,Yerson Mosquera,,Wolverhampton Wanderers,CB,72,80,30,50,52,71,73
4270,Kota Takai,,Tottenham Hotspur,CB,72,66,32,55,62,72,69
4280,Chadi Riad,,Crystal Palace,CB,72,60,32,57,61,71,72
4295,Hjalmar Ekdal,,Burnley,CB,72,53,33,53,63,72,76
